Price,Min_Price,Brand,Model,Year of Manufacture,Kilometer Driven,Địa điểm,Thời gian đăng
7.500.000 đ,6 triệu,Honda,Wave,2010,23456,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 18 ngày trước
4.800.000 đ,4 triệu,Suzuki,Revo,2010,0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 19 ngày trước
56.000.000 đ,56 triệu,Honda,SH,2017,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 19 ngày trước
27.000.000 đ,22 triệu,Honda,Dòng khác,2019,36000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 19 ngày trước
7.500.000 đ,6 triệu,Honda,Cub,1993,30000,"Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",Đăng 19 ngày trước
31.500.000 đ,30 triệu,Honda,Vario,2019,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 19 ngày trước
26.500.000 đ,20 triệu,Honda,Vision,2019,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
7.500.000 đ,7 triệu,Honda,Cub,1996,50000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 19 ngày trước
75.000.000 đ,62 triệu,Honda,SH,2019,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 19 ngày trước
26.500.000 đ,22 triệu,Yamaha,Exciter,2020,12000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 19 ngày trước
41.800.000 đ,41 triệu,Honda,Vario,2025,1000,"Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",Đăng 19 ngày trước
23.500.000 đ,22 triệu,Honda,Scoopy,2016,800,"Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",Đăng 19 ngày trước
12.900.000 đ,13 triệu,Honda,Dòng khác,2010,999,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 25 ngày trước
12.500.000 đ,12 triệu,Honda,Dream,2005,100,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 19 ngày trước
18.500.000 đ,17 triệu,Piaggio,Liberty,2017,7979,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
19.500.000 đ,19 triệu,Honda,Future,2006,80000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 19 ngày trước
34.800.000 đ,31 triệu,Piaggio,Sprint,2016,14000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 19 ngày trước
41.800.000 đ,37 triệu,Yamaha,Exciter,2006,42800,"Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 19 ngày trước
33.000.000 đ,147 triệu,Yamaha,YAZ,2020,100000,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 19 ngày trước
28.900.000 đ,119 triệu,Honda,SH,2011,40000,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 19 ngày trước
12.000.000 đ,10 triệu,Honda,Air Blade,2011,30000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 19 ngày trước
68.000.000 đ,62 triệu,Honda,SH,2019,63000,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 19 ngày trước
15.000.000 đ,7 triệu,Honda,Dream,2015,100000,"Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",Đăng 19 ngày trước
44.500.000 đ,36 triệu,Piaggio,Vespa,2018,20000,"Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",NaN
6.999.999 đ,5 triệu,Yamaha,Jupiter,2010,15000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 19 ngày trước
11.000.000 đ,9 triệu,Honda,Wave,2018,30000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 19 ngày trước
25.000.000 đ,16 triệu,Yamaha,Exciter,2017,10,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 19 ngày trước
18.000.000 đ,6 triệu,Yamaha,Sirius,2012,25000,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 19 ngày trước
36.500.000 đ,30 triệu,Honda,Air Blade,2020,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
25.000.000 đ,21 triệu,Suzuki,Dòng khác,2014,20000,"Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",NaN
11.200.000 đ,12 triệu,Honda,Lead,2013,0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 20 ngày trước
72.500.000 đ,62 triệu,Honda,SH,2019,8000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 20 ngày trước
5.500.000 đ,4 triệu,SYM,Elizabeth,2014,15,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
7.800.000 đ,21 triệu,Honda,Cub,2020,15,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
23.500.000 đ,24 triệu,Honda,Winner X,2023,12000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 20 ngày trước
22.500.000 đ,16 triệu,Honda,Air Blade,2015,15000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 20 ngày trước
55.000.000 đ,40 triệu,Piaggio,Vespa,2020,12000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 20 ngày trước
12.500.000 đ,8 triệu,Honda,Wave,2015,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
10.500.000 đ,8 triệu,Honda,Wave,2015,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
64.000.000 đ,76 triệu,Honda,SH,2009,38999,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 20 ngày trước
12.500.000 đ,13 triệu,Honda,Air Blade,2013,3000,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 20 ngày trước
41.500.000 đ,40 triệu,Yamaha,Grande,2024,5000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 20 ngày trước
18.800.000 đ,14 triệu,Yamaha,Janus,2019,15000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 20 ngày trước
35.800.000 đ,31 triệu,Honda,Air Blade,2022,8000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 20 ngày trước
19.500.000 đ,16 triệu,Yamaha,Exciter,2018,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 20 ngày trước
21.800.000 đ,16 triệu,Yamaha,Exciter,2018,15000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 20 ngày trước
7.500.000 đ,5 triệu,Yamaha,Mio,2008,99999,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
4.300.000 đ,3 triệu,Yamaha,Nouvo,2009,9999,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
25.500.000 đ,20 triệu,Honda,Air Blade,2017,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 20 ngày trước
22.000.000 đ,18 triệu,Honda,Vision,2018,24000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
21.500.000 đ,20 triệu,Yamaha,Exciter,2019,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 20 ngày trước
8.500.000 đ,10 triệu,Honda,Wave,2002,18,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 20 ngày trước
7.650.000 đ,6 triệu,Honda,Wave,2009,15000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 20 ngày trước
30.000.000 đ,27 triệu,Yamaha,Dòng khác,1995,5000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
9.200.000 đ,2 triệu,Honda,Win,2006,67321,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 20 ngày trước
14.000.000 đ,9 triệu,Yamaha,Sirius,2019,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 20 ngày trước
26.500.000 đ,22 triệu,Yamaha,Exciter,2020,47000,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 20 ngày trước
30.000.000 đ,31 triệu,Piaggio,Primavera,2018,3200,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 20 ngày trước
8.300.000 đ,8 triệu,Honda,Air Blade,2009,12123,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 20 ngày trước
9.800.000 đ,7 triệu,Yamaha,Sirius,2016,1221,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",NaN
53.500.000 đ,56 triệu,Honda,SH,2017,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
24.500.000 đ,14 triệu,Yamaha,Exciter,2014,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 20 ngày trước
5.800.000 đ,7 triệu,Piaggio,Liberty,2012,23500,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
5.200.000 đ,4 triệu,Honda,Dream,2009,23456,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
20.000.000 đ,16 triệu,Yamaha,Grande,2017,45000,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 20 ngày trước
3.800.000 đ,8 triệu,Honda,Dream,2025,1,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
6.800.000 đ,6 triệu,Yamaha,Sirius,2010,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
7.500.000 đ,37 triệu,Honda,Dòng khác,2012,10000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 21 ngày trước
9.200.000 đ,6 triệu,Hãng khác,Dòng khác,2020,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 21 ngày trước
8.500.000 đ,6 triệu,Honda,Click,2007,50000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
5.500.000 đ,13 triệu,Honda,Dòng khác,2010,50000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
41.500.000 đ,33 triệu,Honda,SH Mode,2017,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
33.000.000 đ,32 triệu,Honda,Vario,2020,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
26.500.000 đ,20 triệu,Honda,Air Blade,2016,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
10.500.000 đ,7 triệu,Yamaha,Jupiter,2011,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 21 ngày trước
42.000.000 đ,36 triệu,Piaggio,Vespa,2018,27000,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
19.000.000 đ,16 triệu,Honda,Air Blade,2015,67605,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
15.500.000 đ,12 triệu,Benelli,TNT,2018,20000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",NaN
25.500.000 đ,24 triệu,Honda,Air Blade,2019,48000,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 21 ngày trước
13.000.000 đ,6 triệu,Honda,Dòng khác,2006,15000,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 21 ngày trước
9.800.000 đ,5 triệu,Yamaha,Mio,2010,0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 21 ngày trước
60.500.000 đ,62 triệu,Honda,SH,2019,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 21 ngày trước
36.500.000 đ,32 triệu,Honda,Vario,2021,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 21 ngày trước
43.500.000 đ,42 triệu,GPX,Legend 150S,2023,10000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
99.500.000 đ,104 triệu,Kawasaki,Z800,2016,20000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
65.000.000 đ,64 triệu,Yamaha,XSR,2024,7000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
55.500.000 đ,56 triệu,Honda,SH,2017,12,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 21 ngày trước
4.300.000 đ,2 triệu,SYM,Attila,2010,100000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
66.500.000 đ,87 triệu,Honda,CB,2020,10000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 21 ngày trước
8.500.000 đ,7 triệu,Honda,Cub,2003,123456,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 21 ngày trước
62.000.000 đ,51 triệu,Honda,SH Mode,2023,3000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 21 ngày trước
48.800.000 đ,40 triệu,Honda,SH Mode,2019,12345,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
18.000.000 đ,13 triệu,Yamaha,Exciter,2013,100000,"Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 21 ngày trước
0 đ,15 triệu,Honda,Dream,2011,123456,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 21 ngày trước
77.500.000 đ,80 triệu,Honda,SH,2023,2023,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",Đăng 22 ngày trước
28.900.000 đ,26 triệu,Yamaha,PG-1,2024,8000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 21 ngày trước
27.000.000 đ,14 triệu,Yamaha,Exciter,2014,23000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 21 ngày trước
9.500.000 đ,5 triệu,Yamaha,Mio,2010,10000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 22 ngày trước
23.000.000 đ,16 triệu,Honda,Air Blade,2015,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 22 ngày trước
16.500.000 đ,15 triệu,Honda,Air Blade,2014,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 22 ngày trước
19.500.000 đ,15 triệu,Yamaha,Grande,2016,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 22 ngày trước
11.500.000 đ,10 triệu,Honda,Air Blade,2011,150000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 22 ngày trước
6.800.000 đ,11 triệu,Honda,Dream,2000,12345,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 22 ngày trước
5.500.000 đ,6 triệu,Honda,Wave,2010,58,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 22 ngày trước
22.500.000 đ,9 triệu,Honda,Wave,2004,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 22 ngày trước
6.500.000 đ,6 triệu,Honda,Wave,2011,80000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 22 ngày trước
7.666.666 đ,6 triệu,Honda,Wave,2009,15000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 22 ngày trước
4.600.000 đ,4 triệu,SYM,Attila,2013,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 22 ngày trước
30.000.000 đ,17 triệu,Piaggio,Vespa,2014,123,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 22 ngày trước
14.700.000 đ,13 triệu,Kawasaki,Dòng khác,2023,7,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 22 ngày trước
9.900.000 đ,7 triệu,Honda,Lead,2012,45,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 22 ngày trước
25.000.000 đ,15 triệu,Honda,Dòng khác,2014,1400,"Xã Hòa Nhơn, Huyện Hòa Vang, Đà Nẵng",Đăng 22 ngày trước
5.700.000 đ,6 triệu,Honda,Lead,2010,23456,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 22 ngày trước
10.500.000 đ,7 triệu,Yamaha,Sirius,2015,15799,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 22 ngày trước
3.900.000 đ,2 triệu,SYM,Attila,2010,1,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 22 ngày trước
25.000.000 đ,12 triệu,Honda,Wave,2021,300,"Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 22 ngày trước
50.000.000 đ,8 triệu,Honda,Cub,1997,123456,"Xã Hòa Tiến, Huyện Hòa Vang, Đà Nẵng",Đăng 23 ngày trước
7.666.666 đ,6 triệu,Honda,Wave,2009,15000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 22 ngày trước
8.000.000 đ,8 triệu,Honda,Citi,2010,10000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 22 ngày trước
38.500.000 đ,36 triệu,Honda,Vario,2023,12000,"Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",Đăng 23 ngày trước
37.500.000 đ,33 triệu,Honda,Vario,2022,21,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
22.500.000 đ,14 triệu,Yamaha,Exciter,2014,25,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
20.500.000 đ,23 triệu,Piaggio,Vespa,2015,22,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
15.500.000 đ,12 triệu,Yamaha,Janus,2017,21,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
8.700.000 đ,7 triệu,Yamaha,Sirius,2015,15000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 23 ngày trước
15.000.000 đ,Price not available,Kymco,Like Fi,2017,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 23 ngày trước
26.500.000 đ,20 triệu,Honda,Air Blade,2017,10000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 23 ngày trước
8.500.000 đ,7 triệu,Honda,Air Blade,2008,12345,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 23 ngày trước
26.500.000 đ,22 triệu,Honda,Air Blade,2018,12345,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",NaN
19.500.000 đ,15 triệu,Honda,Air Blade,2014,25000,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
28.500.000 đ,13 triệu,Yamaha,Exciter,2013,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 23 ngày trước
8.700.000 đ,13 triệu,Honda,Cub,1998,34652,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 23 ngày trước
8.500.000 đ,5 triệu,Honda,Cub,2004,11568,"Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",Đăng 23 ngày trước
73.800.000 đ,77 triệu,Honda,SH,2024,2200,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",Đăng 24 ngày trước
9.800.000 đ,6 triệu,Honda,Wave,2009,45000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 23 ngày trước
13.500.000 đ,23 triệu,Piaggio,Vespa,2015,111111,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 23 ngày trước
21.500.000 đ,15 triệu,Honda,Winner,2019,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 23 ngày trước
10.500.000 đ,14 triệu,Yamaha,Exciter,2014,11111,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 23 ngày trước
10.500.000 đ,8 triệu,Piaggio,GTS,2007,52525,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",Đăng 24 ngày trước
45.000.000 đ,41 triệu,Yamaha,YAZ,2015,5000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",Đăng 24 ngày trước
13.000.000 đ,11 triệu,Honda,Vision,2013,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 24 ngày trước
6.899.000 đ,7 triệu,Yamaha,Sirius,2013,0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 24 ngày trước
21.000.000 đ,16 triệu,Honda,Air Blade,2015,20000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 24 ngày trước
34.500.000 đ,26 triệu,Piaggio,Vespa,2016,12000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 24 ngày trước
5.500.000 đ,3 triệu,Hãng khác,Dòng khác,2005,100,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 24 ngày trước
19.000.000 đ,25 triệu,GPX,Demon 150GR,2022,200000,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 24 ngày trước
3.800.000 đ,3 triệu,SYM,Attila,2011,12345,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 24 ngày trước
35.000.000 đ,26 triệu,Piaggio,Vespa,2016,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 24 ngày trước
32.500.000 đ,13 triệu,Honda,Dream,2012,28177,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 24 ngày trước
9.000.000 đ,5 triệu,Yamaha,Jupiter,2012,24000,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 24 ngày trước
40.500.000 đ,39 triệu,Honda,SH,2015,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 24 ngày trước
4.000.000 đ,3 triệu,Yamaha,Nouvo,trước năm 1980,2000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 24 ngày trước
33.500.000 đ,30 triệu,Honda,Vario,2019,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 24 ngày trước
9.500.000 đ,7 triệu,Honda,Cub,1999,9999,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",Đăng 24 ngày trước
21.500.000 đ,15 triệu,Honda,Winner,2019,12000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 24 ngày trước
42.000.000 đ,36 triệu,Honda,Vario,2023,9000,"Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",Đăng 24 ngày trước
25.000.000 đ,18 triệu,Suzuki,Raider,2019,25000,"Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",Đăng 24 ngày trước
2.950.000 đ,5 triệu,Hãng khác,Dòng khác,2015,36421,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 24 ngày trước
15.000.000 đ,9 triệu,Honda,67,1995,6879,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 24 ngày trước
27.000.000 đ,16 triệu,Yamaha,Exciter,2018,25000,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 24 ngày trước
42.500.000 đ,36 triệu,Piaggio,Vespa,2018,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 24 ngày trước
5.500.000 đ,6 triệu,Yamaha,Sirius,2009,10000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 24 ngày trước
31.000.000 đ,32 triệu,Yamaha,Exciter,2023,20000,"Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",Đăng 24 ngày trước
26.500.000 đ,20 triệu,Honda,Vision,2019,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 24 ngày trước
11.500.000 đ,5 triệu,Yamaha,Mio,2011,45,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 24 ngày trước
3.000.000 đ,9 triệu,Hãng khác,Dòng khác,2025,0,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 24 ngày trước
12.000.000 đ,8 triệu,Piaggio,Vespa,2012,53000,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
5.500.000 đ,9 triệu,Honda,Wave,2004,3500,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 24 ngày trước
17.500.000 đ,17 triệu,Piaggio,Liberty,2020,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 24 ngày trước
15.500.000 đ,13 triệu,Yamaha,Janus,2018,12345,"Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",Đăng 24 ngày trước
27.500.000 đ,22 triệu,Honda,Winner X,2022,11000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 24 ngày trước
57.500.000 đ,57 triệu,Honda,SH,2018,10,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 24 ngày trước
17.000.000 đ,14 triệu,Honda,Future,2017,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 24 ngày trước
15.000.000 đ,12 triệu,Honda,Wave,2021,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 25 ngày trước
42.000.000 đ,29 triệu,Yamaha,Exciter,2022,6500,"Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",Đăng 25 ngày trước
8.900.000 đ,6 triệu,Yamaha,Sirius,2011,39000,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 25 ngày trước
10.500.000 đ,7 triệu,SYM,Angela,2018,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 25 ngày trước
123.456.789 đ,10 triệu,Honda,Wave,2002,35000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 25 ngày trước
8.500.000 đ,6 triệu,Honda,Wave,2010,30000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 25 ngày trước
25.500.000 đ,24 triệu,Honda,Winner,2023,10000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
10.500.000 đ,6 triệu,Honda,Dream,2002,10000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 25 ngày trước
7.200.000 đ,6 triệu,Yamaha,Sirius,2008,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 25 ngày trước
